"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.416268761E1,-6.400800347E-1,4.861318111E0,8.471489906E0
3.417266266E1,-5.300102234E-1,4.882853508E0,8.426025391E0
3.418263198E1,-4.797609448E-1,4.899603367E0,8.548059464E0
3.419260277E1,-5.012963414E-1,4.894817829E0,8.548059464E0
3.420257224E1,-5.300102234E-1,4.901996136E0,8.564809799E0
3.421257480E1,-5.276173949E-1,4.901996136E0,8.548059464E0
3.422254756E1,-5.371887088E-1,4.921138763E0,8.478668213E0
3.423249402E1,-4.989035130E-1,4.897210598E0,8.564809799E0
3.424246417E1,-5.443671346E-1,4.921138763E0,8.497810364E0
3.425237146E1,-5.611169338E-1,4.921138763E0,8.418847084E0
3.426233527E1,-5.060819983E-1,4.925924301E0,8.440382957E0
3.427232157E1,-4.893322289E-1,4.930710316E0,8.500203133E0
3.428228761E1,-4.797609448E-1,4.928317547E0,8.516953468E0
3.429225209E1,-4.414757788E-1,4.906782150E0,8.574380875E0
3.430221797E1,-4.654040039E-1,4.913960457E0,8.528917313E0
3.431218724E1,-4.965106845E-1,4.913960457E0,8.531310081E0
3.432215349E1,-4.295116663E-1,4.890032291E0,8.560024261E0
3.433213365E1,-3.840480447E-1,4.913960457E0,8.574380875E0
3.434210131E1,-4.103690982E-1,4.921138763E0,8.507381439E0
3.435205568E1,-4.079762697E-1,4.913960457E0,8.459525108E0
3.436202198E1,-4.151547253E-1,4.921138763E0,8.418847084E0
3.437199386E1,-4.271188378E-1,4.861318111E0,8.591130257E0
3.438196068E1,-4.797609448E-1,4.909174919E0,8.588737488E0
3.439192579E1,-4.127618968E-1,4.945066929E0,8.555238724E0
3.440189245E1,-4.390829504E-1,4.904388905E0,8.624629974E0
3.441183339E1,-4.941178858E-1,4.885246754E0,8.497810364E0
3.442179740E1,-4.749752879E-1,4.837389946E0,8.493024826E0
3.443177422E1,-4.271188378E-1,4.825426102E0,8.567202568E0
3.444173954E1,-4.247260094E-1,4.849354267E0,8.481060982E0
3.445170402E1,-4.319044948E-1,4.901996136E0,8.454739571E0
3.446166928E1,-3.505485058E-1,4.906782150E0,8.524131775E0
3.447163829E1,-3.912265003E-1,4.880460739E0,8.622237206E0
3.448160386E1,-4.845465720E-1,4.858925343E0,8.557631493E0
3.449156584E1,-4.630111754E-1,4.844568729E0,8.540881157E0
3.450153110E1,-5.012963414E-1,4.820640087E0,8.557631493E0
3.451150891E1,-5.347958803E-1,4.825426102E0,8.536095619E0
3.452147537E1,-5.515456200E-1,4.842175961E0,8.526524544E0
3.453144276E1,-5.467599630E-1,4.875675201E0,8.521739006E0
3.454140933E1,-5.324030519E-1,4.854139805E0,8.485846519E0
3.455139037E1,-4.725824594E-1,4.858925343E0,8.473882675E0
3.456135834E1,-4.821537733E-1,4.832604408E0,8.555238724E0
3.457131214E1,-4.486542344E-1,4.825426102E0,8.612666130E0
3.458127870E1,-4.797609448E-1,4.861318111E0,8.576773643E0
3.459123344E1,-5.252245665E-1,4.863711357E0,8.600702286E0
3.460119881E1,-5.730810165E-1,4.873282433E0,8.574380875E0
3.461118417E1,-5.491527915E-1,4.897210598E0,8.394919395E0
3.462115152E1,-5.730810165E-1,4.854139805E0,8.512166977E0
3.463112079E1,-5.802595019E-1,4.858925343E0,8.562417030E0
3.464108829E1,-5.252245665E-1,4.892425060E0,8.488239288E0
3.465104829E1,-4.486542344E-1,4.890032291E0,8.540881157E0
3.466101506E1,-4.295116663E-1,4.897210598E0,8.533702850E0
3.467098407E1,-4.510470629E-1,4.980959415E0,7.226623535E0
3.468095105E1,-5.419743061E-1,4.827818871E0,1.069561768E1
3.469090391E1,-3.505485058E-1,4.284348965E0,9.512965202E0
3.470086943E1,-7.791628838E-1,5.586642742E0,6.429215431E0
3.471085464E1,-2.931207716E-1,4.751248360E0,8.656036377E0
3.472082214E1,-7.289136052E-1,4.882853508E0,8.933603287E0
3.473078516E1,-8.054839373E-1,4.868496895E0,8.006982803E0
3.475384627E1,-6.305087805E-1,4.880460739E0,8.141280174E0
3.476378570E1,-6.137589812E-1,4.823033333E0,8.761320114E0
3.477379153E1,-6.185446382E-1,4.689034939E0,8.835497856E0
3.478376033E1,-6.352944374E-1,4.808676243E0,8.359026909E0
3.479371695E1,-5.946164131E-1,4.700999260E0,8.555238724E0
3.480368299E1,-5.850451589E-1,4.772783756E0,9.041280746E0
3.481360554E1,-7.073782086E-1,4.782355309E0,8.337491035E0
3.482356757E1,-7.983054519E-1,4.779962540E0,8.809176445E0
3.483353278E1,-9.562317729E-1,4.672285080E0,8.452346802E0
3.484349512E1,-1.097408295E0,4.756033897E0,8.591130257E0
3.485348768E1,-1.032802105E0,4.691427708E0,8.416454315E0
3.486345304E1,-9.921240807E-1,4.813461781E0,8.574380875E0
3.487340674E1,-9.227322340E-1,4.715356350E0,8.495417595E0
3.488337091E1,-9.370891452E-1,4.767998219E0,8.825926781E0
3.489333294E1,-9.777671695E-1,4.736891747E0,8.347063065E0
3.490329690E1,-1.030409217E0,4.791926384E0,8.665607452E0
3.491326257E1,-9.442676306E-1,4.739284515E0,8.514560699E0
3.492322669E1,-8.533403873E-1,4.842175961E0,8.665607452E0
3.493320861E1,-8.724829555E-1,4.801497936E0,8.442775726E0
3.494317455E1,-9.658030272E-1,4.820640087E0,8.660821915E0
3.495314455E1,-1.020837903E0,4.715356350E0,8.409276009E0
3.496311085E1,-9.993025661E-1,4.765605450E0,8.593523026E0
3.497307716E1,-8.413762450E-1,4.744070053E0,8.550452232E0
3.498304346E1,-7.193422914E-1,4.858925343E0,8.562417030E0
3.499305127E1,-6.667001843E-1,4.861318111E0,8.447561264E0
3.500302179E1,-6.616154313E-1,4.787140846E0,8.648857117E0
3.501295101E1,-7.241279483E-1,4.770390987E0,8.569595337E0
3.502291731E1,-7.671987414E-1,4.803890705E0,8.473882675E0
3.503290132E1,-6.690930128E-1,4.782355309E0,8.617451668E0
3.504286945E1,-5.898307562E-1,4.820640087E0,8.756534576E0
3.505283549E1,-6.786643267E-1,4.854139805E0,8.562417030E0
3.506280341E1,-7.193422914E-1,4.820640087E0,8.493024826E0
3.507278856E1,-8.006982803E-1,4.763212681E0,8.378169060E0
3.508275820E1,-8.748757839E-1,4.715356350E0,8.507381439E0
3.509269450E1,-8.270193338E-1,4.739284515E0,8.516953468E0
3.510266075E1,-7.983054519E-1,4.837389946E0,8.514560699E0
3.511265679E1,-7.624131441E-1,4.868496895E0,8.488239288E0
3.512262606E1,-7.121638656E-1,4.844568729E0,8.663214684E0
3.513259049E1,-7.552346587E-1,4.808676243E0,8.536095619E0
3.514255929E1,-8.413762450E-1,4.772783756E0,8.576773643E0
3.515248789E1,-8.509475589E-1,4.787140846E0,8.646464348E0
3.516245262E1,-9.011968374E-1,4.803890705E0,8.485846519E0
3.517244179E1,-8.724829555E-1,4.842175961E0,8.557631493E0
3.518240903E1,-8.581260443E-1,4.875675201E0,8.605487823E0
3.519237341E1,-9.466604590E-1,4.820640087E0,8.521739006E0
3.520234033E1,-1.035194874E0,4.806283474E0,8.469096184E0
3.521229799E1,-1.059123158E0,4.758427143E0,8.502595901E0
3.522226398E1,-1.073480010E0,4.744070053E0,8.497810364E0
3.523223971E1,-9.681958556E-1,4.756033897E0,8.543273926E0
3.524220664E1,-9.921240807E-1,4.791926384E0,8.668000221E0
3.525218398E1,-1.028016448E0,4.806283474E0,8.557631493E0
3.526215195E1,-1.004088163E0,4.820640087E0,8.524131775E0
3.527209549E1,-9.729815125E-1,4.751248360E0,8.581559181E0
3.528206101E1,-1.016052365E0,4.751248360E0,8.531310081E0
3.529204533E1,-9.777671695E-1,4.787140846E0,8.464310646E0
3.530201273E1,-9.011968374E-1,4.834997177E0,8.600702286E0
3.531197841E1,-8.509475589E-1,4.787140846E0,8.660821915E0
3.532194565E1,-8.820542693E-1,4.839782715E0,8.514560699E0
3.533192664E1,-8.653044701E-1,4.803890705E0,8.452346802E0
3.534189528E1,-9.538389444E-1,4.777569294E0,8.555238724E0
3.535182294E1,-9.107680917E-1,4.753641129E0,8.528917313E0
3.536178736E1,-8.222336769E-1,4.777569294E0,8.531310081E0
3.537178304E1,-8.006982803E-1,4.825426102E0,8.519346237E0
3.538175070E1,-7.791628838E-1,4.823033333E0,8.452346802E0
3.539171731E1,-7.504490018E-1,4.806283474E0,8.603095055E0
3.540168481E1,-7.528418303E-1,4.744070053E0,8.607880592E0
3.541164789E1,-7.193422914E-1,4.775176525E0,8.543273926E0
3.542161492E1,-6.810571551E-1,4.806283474E0,8.493024826E0
3.543158268E1,-6.496513486E-1,4.858925343E0,8.593523026E0
3.544154981E1,-6.496513486E-1,4.866104126E0,8.545666695E0
3.545151872E1,-6.738786697E-1,4.887639523E0,8.593523026E0
3.546148601E1,-7.528418303E-1,4.849354267E0,8.531310081E0
3.547144090E1,-8.533403873E-1,4.801497936E0,8.557631493E0
3.548140690E1,-9.370891452E-1,4.806283474E0,8.524131775E0
3.549137783E1,-9.490532875E-1,4.825426102E0,8.500203133E0
3.550134434E1,-9.562317729E-1,4.856532574E0,8.464310646E0
3.551130903E1,-9.562317729E-1,4.868496895E0,8.497810364E0
3.552127533E1,-9.083753228E-1,4.861318111E0,8.497810364E0
3.553124695E1,-9.203394055E-1,4.854139805E0,8.493024826E0
3.554121377E1,-9.011968374E-1,4.784748077E0,8.588737488E0
3.555119382E1,-9.059824944E-1,4.794319153E0,8.632107735E0
3.556116200E1,-8.772686124E-1,4.825426102E0,8.433204651E0
3.557110226E1,-8.916255236E-1,4.803890705E0,8.581559181E0
3.558106762E1,-9.705886841E-1,4.803890705E0,8.564809799E0
3.559105492E1,-1.042373419E0,4.796711922E0,8.445168495E0
3.560102242E1,-1.011266708E0,4.758427143E0,8.612666130E0
3.561098565E1,-9.634101987E-1,4.779962540E0,8.555238724E0
3.562095278E1,-9.346963167E-1,4.784748077E0,8.514560699E0
3.563092085E1,-1.028016448E0,5.064708233E0,6.587440968E0
3.564088804E1,-9.729815125E-1,4.360919476E0,1.210828114E1
3.565085528E1,-7.432705164E-1,4.561916351E0,8.294420242E0
3.566082247E1,-1.051944613E0,5.483751297E0,6.771687984E0
3.567078809E1,-5.659025311E-1,4.588237286E0,9.228219986E0
3.568075507E1,-9.203394055E-1,4.808676243E0,8.560024261E0
3.569071221E1,-8.988040090E-1,4.744070053E0,7.913662910E0
3.570067820E1,-8.341978192E-1,4.806283474E0,9.311968803E0
3.571065945E1,-9.562317729E-1,4.866104126E0,7.925626755E0
3.572062695E1,-8.294121623E-1,4.794319153E0,8.833105087E0
3.573057716E1,-7.839485407E-1,4.691427708E0,8.912068367E0
3.574054294E1,-9.299107194E-1,4.901996136E0,8.042875290E0
3.575051387E1,-9.442676306E-1,4.696213722E0,8.583951950E0
3.576048018E1,-1.078265667E0,4.715356350E0,8.979066849E0
3.577045971E1,-1.097408295E0,4.870889664E0,8.071588516E0
3.578042736E1,-9.299107194E-1,4.811069012E0,8.732605934E0
3.579039664E1,-9.203394055E-1,4.736891747E0,8.708678246E0
3.580036440E1,-1.008873820E0,4.813461781E0,8.169993401E0
3.581031507E1,-1.023230791E0,4.736891747E0,8.658429146E0
3.582028111E1,-1.006481051E0,4.784748077E0,8.598309517E0
3.583026596E1,-1.042373419E0,4.796711922E0,8.574380875E0
3.584023387E1,-8.988040090E-1,4.751248360E0,8.668000221E0
3.585019257E1,-8.461619020E-1,4.803890705E0,8.512166977E0
3.586015955E1,-8.940183520E-1,4.753641129E0,8.442775726E0
3.587011710E1,-9.394819736E-1,4.734498501E0,8.737391472E0
3.588008309E1,-8.868398666E-1,4.763212681E0,8.397312164E0
3.589006585E1,-9.275178909E-1,4.806283474E0,8.569595337E0
3.590003356E1,-8.509475589E-1,4.756033897E0,8.552845001E0
3.590999424E1,-8.796614408E-1,4.854139805E0,8.514560699E0
3.591996122E1,-7.767700553E-1,4.846961498E0,8.490632057E0
3.592992455E1,-7.217351198E-1,4.849354267E0,8.691927910E0
3.593989111E1,-7.863413692E-1,4.803890705E0,8.426025391E0
3.594986570E1,-8.270193338E-1,4.794319153E0,8.595915794E0
3.595983309E1,-9.323035479E-1,4.712963104E0,8.516953468E0
3.596979346E1,-8.916255236E-1,4.775176525E0,8.466703415E0
3.597976018E1,-7.049853802E-1,4.722534657E0,8.610273361E0
3.598971736E1,-6.906284094E-1,4.724927425E0,8.813961983E0
3.599968309E1,-6.882356405E-1,4.729712963E0,8.442775726E0
3.600966424E1,-7.791628838E-1,4.696213722E0,8.653642654E0
3.601963153E1,-7.959126234E-1,4.655535698E0,8.461917877E0
3.602959721E1,-5.850451589E-1,4.760819912E0,8.560024261E0
3.603956429E1,-5.515456200E-1,4.657928467E0,8.703892708E0
3.604952533E1,-6.305087805E-1,4.741677284E0,8.670392990E0
3.605949179E1,-7.480561733E-1,4.753641129E0,8.483453751E0
3.606946528E1,-8.365905881E-1,4.760819912E0,8.588737488E0
3.607943247E1,-1.104586720E0,4.741677284E0,8.471489906E0
3.608940429E1,-1.099801064E0,4.834997177E0,8.581559181E0
3.609937195E1,-1.152443171E0,4.916353226E0,8.457132339E0
3.610932111E1,-1.399203062E0,5.074279308E0,8.234600067E0
3.611928690E1,-1.365703583E0,5.134099960E0,8.306385040E0
3.612925585E1,-1.162014484E0,5.179862976E0,8.629415512E0
3.613922190E1,-1.042373419E0,5.206183910E0,8.385348320E0
3.614920768E1,-9.275178909E-1,5.194219589E0,8.414061546E0
3.615917575E1,-1.032802105E0,5.167599678E0,8.251349449E0
3.616914851E1,-1.142871857E0,5.213362217E0,8.062017441E0
3.617911700E1,-1.035194874E0,5.304289818E0,8.299205780E0
3.618908549E1,-6.930212379E-1,5.404788017E0,8.493024826E0
3.619905398E1,-6.667001843E-1,5.380859852E0,8.390133858E0
3.620902268E1,-7.384848595E-1,5.309075356E0,8.406883240E0
3.621899117E1,-9.490532875E-1,5.172385216E0,8.275278091E0
3.622895382E1,-9.753743410E-1,5.100600719E0,8.136494637E0
3.623892174E1,-8.341978192E-1,5.076672554E0,8.270492554E0
3.624884799E1,3.025425196E0,4.504488468E0,9.096315384E0
3.625881169E1,4.576871395E0,5.014459133E0,1.078923702E1
3.626882330E1,-4.827818871E0,6.250052929E0,2.624926329E0
3.627879184E1,-1.892423630E0,5.122136116E0,1.166530991E1
3.628875039E1,-5.730810165E-1,5.565107346E0,1.206999588E1
3.629871788E1,-5.108676553E-1,5.189434052E0,-7.806584239E-2
3.630868314E1,1.596012712E0,3.211766243E0,1.408116341E1
3.631865044E1,7.698906660E-1,4.803890705E0,1.041326523E1
3.632859856E1,-1.061515927E0,7.313064098E0,2.122134686E0
3.633856393E1,-2.318645239E0,5.349753380E0,1.217527962E1
3.634853539E1,-1.961815476E0,4.844568729E0,9.920044899E0
3.635850132E1,-1.054337502E0,5.684748173E0,3.367000580E0
3.636847554E1,-4.725824594E-1,3.937090635E0,1.133510017E1
3.637844231E1,-1.389631748E0,4.346562386E0,9.211469650E0
3.638841153E1,-2.483749866E0,6.041578293E0,5.433202744E0
3.639837851E1,-2.069492579E0,5.175076962E0,1.060708332E1
3.640833351E1,-2.129312992E0,5.440680504E0,8.576773643E0
3.641829929E1,-2.239681959E0,5.816652775E0,6.237789631E0
3.642827231E1,-1.904387712E0,4.813461781E0,8.933603287E0
3.643823882E1,-1.808674812E0,5.117350101E0,8.481060982E0
3.644821731E1,-2.622533560E0,5.495715618E0,6.798008919E0
3.645818502E1,-2.344966173E0,5.179862976E0,8.854640007E0
3.646813247E1,-2.124527454E0,5.014459133E0,8.581559181E0
3.647809809E1,-2.531606436E0,4.997709274E0,7.731808186E0
3.648808257E1,-1.918744683E0,4.614558697E0,8.682356834E0
3.649805007E1,-1.980958104E0,4.818247318E0,8.641678810E0
3.650801294E1,-1.794317842E0,5.071886539E0,6.941578388E0
3.651797997E1,-1.708176255E0,5.107779026E0,9.034101486E0
3.652795216E1,-1.382453322E0,5.237290382E0,8.382954597E0
3.653791971E1,-7.145566344E-1,5.697011471E0,7.712665558E0
3.654787090E1,-2.715853751E-1,5.524429321E0,8.744570732E0
3.655783679E1,-4.247260094E-1,5.598606586E0,7.870592117E0
3.656782143E1,-6.978068948E-1,5.538786411E0,7.492226601E0
3.657778919E1,-7.313064337E-1,5.498108387E0,8.289634705E0
3.658775226E1,-1.686939895E-1,5.869294643E0,7.798807144E0
3.659771955E1,4.456632212E-2,6.027221203E0,7.920841217E0
3.660767466E1,3.005983531E-1,6.132505417E0,8.426025391E0
3.661764070E1,3.532404304E-1,6.130112648E0,7.834699631E0
3.662762507E1,3.723830283E-1,6.192326069E0,8.177172661E0
3.663759294E1,3.125624657E-1,6.350551128E0,7.662416458E0
3.664753731E1,-1.085743308E-1,6.465406895E0,7.348657608E0
3.665750278E1,-4.199403822E-1,6.182754517E0,7.772486210E0
3.666746523E1,-2.524427772E-1,6.228517532E0,8.268099785E0
3.667743044E1,-6.257231236E-1,6.096612930E0,7.178767204E0
3.668740091E1,-8.868398666E-1,5.831009865E0,8.105088234E0
3.669736664E1,-1.403988719E0,5.572285652E0,8.509774208E0
3.670734549E1,-1.485344648E0,5.811867237E0,7.279265404E0
3.671731252E1,-1.801496387E0,5.608178139E0,7.679165840E0
3.672728914E1,-2.055135489E0,5.419145107E0,7.832306862E0
3.673725710E1,-2.636890650E0,5.500501156E0,7.209873676E0
3.674722007E1,-2.691925526E0,5.402395248E0,8.069195747E0
3.675718752E1,-2.443071842E0,5.328217983E0,8.531310081E0
3.676714455E1,-2.799901485E0,5.306682587E0,7.705487251E0
3.677711096E1,-2.912364244E0,4.928317547E0,8.571988106E0
3.678710570E1,-3.000898600E0,4.681856632E0,9.831509590E0
3.679707497E1,-3.139682293E0,5.035994530E0,7.535297394E0
3.680703841E1,-3.221038342E0,5.189434052E0,6.675975323E0
3.681700710E1,-2.976970434E0,5.007280350E0,7.379764080E0
3.682695148E1,-2.831008196E0,5.150849819E0,6.970292568E0
3.683691768E1,-2.660818815E0,5.213362217E0,7.587939739E0
3.684690356E1,-2.344966173E0,5.218147755E0,8.131709099E0
3.685687174E1,-2.210669041E0,5.148457050E0,8.397312164E0
3.686682492E1,-2.261217356E0,5.364109993E0,9.053244591E0
3.687679158E1,-2.062314034E0,5.648856163E0,7.640881062E0
3.688677226E1,-1.952244163E0,5.502893925E0,7.444370270E0
3.689674033E1,-1.916351795E0,5.187041283E0,8.030911446E0
3.690668789E1,-2.203490496E0,5.728118420E0,6.812366009E0
3.691665387E1,-2.280359983E0,6.331408501E0,5.701498032E0
3.692663679E1,-1.899602056E0,5.462215900E0,8.256134987E0
3.693660450E1,-1.516451359E0,5.014459133E0,1.243400383E1
3.694655830E1,-1.935494423E0,6.597012043E0,6.072684765E0
3.695652455E1,-1.899602056E0,6.656832695E0,4.863411903E0
3.696649960E1,-1.415952802E0,4.456632137E0,9.584750175E0
3.697646674E1,-1.198205948E0,4.571487427E0,7.837092400E0
3.698645111E1,-1.597807288E0,5.301896572E0,6.453143597E0
3.699642002E1,-1.118943691E0,4.844568729E0,9.450752258E0
3.700635731E1,-1.415952802E0,5.179862976E0,1.017368412E1
3.701632299E1,-8.198408484E-1,5.718546867E0,7.363014221E0
3.702628533E1,-2.694318295E0,6.546762943E0,7.556832790E0
3.703625064E1,-2.205883265E0,6.142076492E0,4.791627407E0
3.704624752E1,-2.560320139E0,5.457430363E0,6.927221775E0
3.705621601E1,-2.114956141E0,4.696213722E0,8.871390343E0
3.706616637E1,-2.859722137E0,4.748855591E0,1.328136253E1
3.707613304E1,-1.925923109E0,6.714260101E0,9.623035431E0
3.708608783E1,-1.595414519E0,8.660821915E0,3.838685751E0
3.709605330E1,-1.435095429E0,6.494120598E0,4.331906319E0
3.710601252E1,-1.839781523E0,3.870091438E0,8.418847084E0
3.711597731E1,-2.143670082E0,4.624129772E0,7.638488293E0
3.712597914E1,-2.112563372E0,6.108577251E0,6.367002010E0
3.713594768E1,-1.159621716E0,6.843771935E0,6.987041950E0
3.714591216E1,-7.456633449E-1,6.819843769E0,5.526822090E0
3.715588028E1,-3.314059377E-1,5.787939072E0,8.976674080E0
3.716583007E1,1.019940674E-1,6.101398468E0,1.100698376E1
3.717579637E1,-6.352944374E-1,7.320242882E0,5.921638012E0
3.718577512E1,1.474576890E-1,5.426323414E0,6.771687984E0
3.719574262E1,5.665007830E-1,2.545963287E0,1.224227905E1
3.720569559E1,-3.840480447E-1,3.262015581E0,7.123732090E0
3.721566164E1,-7.986045629E-2,4.375276089E0,4.868197441E0
3.722562346E1,-3.744767308E-1,3.970590115E0,1.411705494E1
3.723558908E1,-5.706881881E-1,4.966602325E0,1.014975548E1
3.724555710E1,-1.195813060E0,6.824629307E0,6.273681641E0
3.725552294E1,-1.382453322E0,6.379265308E0,5.002494812E0
3.726548867E1,-1.708176255E0,5.316253662E0,7.379764080E0
3.727545445E1,-4.941178858E-1,4.368097782E0,1.116491032E1
3.728544846E1,6.287141442E-1,3.865305901E0,1.188096237E1
3.729541710E1,6.239284873E-1,5.138885498E0,1.625264931E1
3.730539278E1,-1.758724600E-1,5.545964718E0,6.197111607E0
3.731536216E1,-4.247260094E-1,3.642773390E0,7.183552742E0
3.732530690E1,6.239284873E-1,1.629213095E0,1.444995689E1
3.733527377E1,1.081256747E0,4.205385685E0,4.801198483E0
3.734526002E1,1.363609791E0,5.512465000E0,9.510572433E0
3.735522882E1,1.174576759E0,5.220541000E0,1.397827148E1
3.736524559E1,6.167500615E-1,5.471786976E0,4.159623146E0
3.737521924E1,1.007079244E0,3.970590115E0,1.047308540E1
3.738517450E1,1.689931005E-1,6.369693756E0,9.093922615E0
3.739514627E1,6.406782866E-1,6.719046116E0,-8.826524615E-1
3.740507174E1,4.851447940E-1,3.965804338E0,1.122712421E1
3.741503887E1,-3.290131092E-1,2.711367130E0,1.563739491E1
3.742496815E1,-1.044766188E0,5.697011471E0,4.514060020E0
3.743493143E1,-1.083051324E0,6.592226505E0,5.433202744E0
3.744493148E1,-1.506880045E0,6.463014126E0,7.015756130E0
3.745489846E1,-2.091027975E0,5.009673119E0,6.151648045E0
3.746486992E1,-1.945065737E0,4.025625229E0,1.243639660E1
3.747483731E1,-1.626521230E0,4.530809879E0,7.961519241E0
3.748480309E1,-2.440679073E0,5.172385216E0,5.768496990E0
3.749477033E1,-2.629712105E0,5.397609711E0,8.004590034E0
3.750473158E1,-1.638485312E0,6.262016773E0,5.141278744E0
3.751469825E1,-1.030409217E0,4.842175961E0,7.853842258E0
3.752465919E1,-1.485344648E0,3.079861879E0,1.134706402E1
3.753462523E1,-1.329811215E0,3.192623615E0,9.747760773E0
3.754459596E1,-5.898307562E-1,5.735296726E0,1.114337540E1
3.755456247E1,-9.897312522E-1,7.289135933E0,4.703093052E0
3.756451476E1,-8.700901270E-1,5.773581982E0,3.910470486E0
3.757447981E1,1.498505175E-1,2.953042269E0,1.335105324E1
3.758444429E1,-3.918246925E-2,4.231706619E0,1.009950638E1
3.759440929E1,4.755735099E-1,5.548357487E0,8.112565994E0
3.760437309E1,-3.936193287E-1,5.031208515E0,1.340608788E1
3.761433799E1,-5.132604837E-1,6.154040813E0,4.942375183E0
3.762430440E1,9.903294444E-1,6.228517532E0,5.909673691E0
3.763426940E1,1.019043326E0,4.118945122E0,9.194720268E0
3.764423992E1,-1.181456149E-1,5.612963676E0,7.348657608E0
3.765420544E1,6.574280262E-1,5.148457050E0,1.223988628E1
3.766418809E1,-3.960121572E-1,4.303491592E0,9.412467003E0
3.767415539E1,-1.758724600E-1,5.718546867E0,6.328716755E0
3.768411882E1,7.579265833E-1,6.257231236E0,5.672784328E0
3.769408570E1,3.005983531E-1,5.701797485E0,8.318348885E0
3.770404007E1,-1.567298770E-1,5.804688454E0,7.121339321E0
3.771400565E1,3.221337497E-1,6.549155712E0,8.122137070E0
3.772399200E1,2.886342406E-1,7.102196693E0,7.636095047E0
3.773395971E1,1.143470168E0,6.238088608E0,6.738188744E0
3.774391481E1,2.251945257E0,4.322634220E0,8.452346802E0
3.775388122E1,2.323729992E0,4.286741734E0,9.788438797E0
3.776385466E1,2.572882652E0,5.083850861E0,3.390928745E0
3.777382179E1,1.797009826E0,5.754439354E0,1.130399323E1
3.778378976E1,3.710071564E0,3.920340776E0,1.262064362E1
3.779375695E1,3.863212109E0,4.502095699E0,6.979863644E0
3.780372408E1,4.001996040E0,3.999304056E0,7.944769382E0
3.781369127E1,2.828914642E0,4.521238327E0,6.498607159E0
3.782364903E1,3.025425196E0,5.050351143E0,6.151648045E0
3.783361528E1,1.093220830E0,5.165206909E0,1.207956696E1
3.784358768E1,1.148255825E0,5.955436230E0,8.181958199E0
3.785355450E1,5.066801906E-1,6.211468697E0,7.638488293E0
3.786353179E1,2.702095032E0,4.418346882E0,6.561119556E0
3.787349966E1,1.567298889E0,4.887639523E0,5.943173409E0
3.788346294E1,2.694916427E-1,4.739284515E0,5.957530022E0
3.789343033E1,-9.634101987E-1,4.710570335E0,1.350419331E1
3.790339387E1,-5.970092416E-1,5.062315464E0,1.041805077E1
3.791336085E1,-4.127618968E-1,5.773581982E0,8.313563347E0
3.792332601E1,-8.150551915E-1,5.689534187E0,4.710271358E0
3.793329283E1,-1.253240854E-1,5.740082264E0,2.605783939E0
3.794326064E1,-5.587241054E-1,1.703390598E0,1.312582874E1
3.795322752E1,-2.438286304E0,3.970590115E0,1.674108505E1
3.796319174E1,-2.624926329E0,7.114161015E0,6.625725746E0
3.797315830E1,-1.652842283E0,4.308277130E0,1.305643654E1
3.798312617E1,-1.945065737E0,1.638784409E0,1.165573788E1
3.799309288E1,-1.925923109E0,3.398406267E0,6.218647003E0
3.800305643E1,-2.423929453E0,2.096112728E0,6.276074886E0
3.801302283E1,-4.291228294E0,3.434298754E0,1.404527092E1
3.802298851E1,-4.197908401E0,3.953840256E0,8.675178528E0
3.803295481E1,-4.738985062E0,5.239683151E0,5.308775902E0
3.804292757E1,-3.666402578E0,3.211766243E0,4.669593334E0
3.805289450E1,-3.675973892E0,2.871686220E0,5.473880768E0
3.806286575E1,-4.432703972E0,1.873281002E0,1.759831238E1
3.807283309E1,-5.409573555E0,4.382454872E0,1.377219009E1
3.808279945E1,-4.748556614E0,5.783153057E0,5.086243629E0
3.809276669E1,-3.601796389E0,7.815557122E-1,1.340848064E1
3.810273590E1,-3.362514019E0,3.337987661E-1,1.673390579E1
3.811270335E1,-1.296311617E0,6.589833736E0,-3.391826153E-1
3.812267080E1,3.532404304E-1,8.730213165E0,-7.989036441E-1
3.813263820E1,-9.514461160E-1,5.612963676E0,7.664809227E0
3.814260247E1,-1.724925995E0,4.578666210E0,6.917650223E0
3.815256960E1,-6.137589812E-1,5.677569866E0,9.328718185E0
3.816253825E1,3.966103494E-1,6.795915604E0,7.386942387E0
3.817250549E1,1.660618901E0,6.273981094E0,5.943173409E0
3.818246835E1,1.576870084E0,3.601796389E0,1.070279694E1
3.819243518E1,3.293122053E-1,2.548356056E0,8.603095055E0
3.820240309E1,-2.333002090E-1,3.767200232E0,1.185942745E1
3.821236997E1,2.527419031E-1,6.170790672E0,1.099501991E1
3.822233752E1,1.377966762E0,6.204289913E0,9.302396774E0
3.823230445E1,2.163410664E0,4.150351048E0,8.442775726E0
3.824226976E1,1.943271041E0,5.553143024E0,8.418847084E0
3.825223653E1,2.960519791E0,6.008078575E0,6.323931217E0
3.826220434E1,2.251945257E0,5.689534187E0,1.026730251E1
3.827217122E1,2.994318485E0,6.731009960E0,3.996911049E0
3.828213830E1,3.417848110E0,6.331408501E0,4.841876507E0
3.829210518E1,3.446561813E0,4.174279213E0,1.256560898E1
3.830207236E1,2.941377163E0,5.421537876E0,7.262516022E0
3.831203924E1,3.094816923E0,5.316253662E0,9.872187614E0
